Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,CONTROL_RISK,Detection_Risk,Risk
2.72,16,1.75,0.4,0.7,0.57,0.2,0.114,2.32,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,0.8,0.5,1
2.72,16,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5,0.2,1,5.8,0.4,2.32,4,0.2,0.8,0,0.2,0,4,0.8,0.5,1
2.72,8,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,45.882,2,0.2,0.4,0,0.2,0,4.8,0.4,0.5,1
2.72,19,3.9,0.6,2.34,27.92,0.6,16.752,31.82,5,0.2,1,47.6,0.6,28.56,2,0.2,0.4,0,0.2,0,4,0.4,0.5,1
2.72,19,1.56,0.4,0.624,14.64,0.4,5.856,16.2,5,0.2,1,25.97,0.6,15.582,2,0.2,0.4,0,0.2,0,3.2,0.4,0.5,0
2.72,14,4.53,0.6,2.718,87.93,0.6,52.758,92.46,5,0.2,1,85.81,0.6,51.486,2,0.2,0.4,0,0.2,0,4,0.4,0.5,1
2.72,19,2.13,0.6,1.278,0.59,0.2,0.118,2.72,5,0.2,1,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
2.72,19,1.64,0.4,0.656,0.19,0.2,0.038,1.83,5,0.2,1,1.59,0.2,0.318,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.72,29,4.9,0.6,2.94,98.71,0.6,59.226,103.61,5.5,0.4,2.2,82.99,0.6,49.794,2,0.2,0.4,1,0.4,0.4,4.6,0.8,0.5,1
2.72,32,5.68,0.6,3.408,67.38,0.6,40.428,73.06,5,0.2,1,86.7,0.6,52.02,2,0.2,0.4,1,0.4,0.4,4.2,0.8,0.5,1
2.72,9,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5,0.2,1,15.14,0.6,9.084,2,0.2,0.4,1,0.4,0.4,4.2,0.8,0.5,1
2.72,30,3.47,0.6,2.082,47.07,0.6,28.242,50.54,5,0.2,1,31.38,0.6,18.828,2,0.2,0.4,0,0.2,0,4,0.4,0.5,1
2.72,15,2.68,0.6,1.608,38.32,0.6,22.992,41,5,0.2,1,7.17,0.4,2.868,2,0.2,0.4,0,0.2,0,3.8,0.4,0.5,0
2.72,15,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5,0.2,1,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0,4,0.4,0.5,1
2.72,2,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,0.4,2.2,58.86,0.6,35.316,6,0.2,1.2,2,0.6,1.2,5.2,2.4,0.5,1
2.72,2,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,0.2,1,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0,3.2,1.2,0.5,1
2.72,7,3.04,0.6,1.824,67.37,0.6,40.422,70.41,6.5,0.6,3.9,77.47,0.6,46.482,2,0.2,0.4,0,0.2,0,4.8,0.4,0.5,1
2.72,22,1.19,0.4,0.476,122.07,0.6,73.242,123.26,5,0.2,1,15.2,0.6,9.12,2,0.2,0.4,0,0.2,0,3.8,0.4,0.5,1
2.72,1,1.35,0.4,0.54,0,0.2,0,1.35,6,0.6,3.6,680.14,0.6,408.084,2,0.2,0.4,0,0.2,0,3.4,0.4,0.5,1
2.72,1,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.72,8,1.13,0.4,0.452,0,0.2,0,1.13,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.72,5,1.5,0.4,0.6,0,0.2,0,1.5,5,0.2,1,1.44,0.2,0.288,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,1
2.72,9,0.96,0.2,0.192,0,0.2,0,0.96,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,12,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.72,16,1.34,0.4,0.536,0,0.2,0,1.34,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,0.8,0.5,0
2.72,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,12,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,4.6,0.2,0.92,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,22,0,0.2,0,0,0.2,0,0,5,0.2,1,30.85,0.6,18.51,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,1
2.72,15,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,32,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,8.21,0.4,3.284,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.72,13,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,19,0.85,0.2,0.17,0,0.2,0,0.85,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,1
2.72,5,0,0.2,0,0.28,0.2,0.056,0.28,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,6,0.61,0.2,0.122,0.07,0.2,0.014,0.68,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.72,8,0,0.2,0,0.62,0.2,0.124,0.62,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,18,3.43,0.6,2.058,1,0.4,0.4,4.43,5.5,0.4,2.2,49.31,0.6,29.586,2,0.4,0.8,1,0.4,0.4,4.2,1.2,0.5,1
2.37,11,1.63,0.4,0.652,5.86,0.6,3.516,7.49,5,0.2,1,3.69,0.2,0.738,2,0.2,0.4,0,0.2,0,3.4,0.4,0.5,1
2.37,1,3.75,0.6,2.25,1.25,0.4,0.5,5,6,0.6,3.6,11.25,0.6,6.75,6,0.2,1.2,0,0.2,0,4.6,1.2,0.5,1
2.37,16,2.21,0.6,1.326,5.21,0.6,3.126,7.42,5,0.2,1,3.43,0.2,0.686,2,0.2,0.4,0,0.2,0,3.6,0.4,0.5,1
2.37,12,2.22,0.6,1.332,6.23,0.6,3.738,8.45,5,0.2,1,0.89,0.2,0.178,2,0.2,0.4,0,0.2,0,3.6,0.4,0.5,1
2.37,9,1.67,0.4,0.668,0.39,0.2,0.078,2.06,5,0.2,1,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.37,13,2.59,0.6,1.554,0.66,0.2,0.132,3.25,5,0.2,1,1.28,0.2,0.256,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
2.37,32,3.42,0.6,2.052,10.55,0.6,6.33,13.97,5,0.2,1,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0,3.8,0.4,0.5,1
2.37,27,3.61,0.6,2.166,2.13,0.6,1.278,5.74,5,0.2,1,5.41,0.4,2.164,2,0.4,0.8,2,0.6,1.2,4.4,2,0.5,1
2.37,4,1.86,0.4,0.744,4.51,0.6,2.706,6.37,5,0.2,1,7.27,0.4,2.908,2,0.2,0.4,0,0.2,0,3.6,0.4,0.5,1
2.37,14,3.29,0.6,1.974,6.41,0.6,3.846,9.7,5,0.2,1,3.66,0.2,0.732,2,0.2,0.4,0,0.2,0,3.6,0.4,0.5,1
2.37,8,3.81,0.6,2.286,11.52,0.6,6.912,15.33,5,0.2,1,3.25,0.2,0.65,4,0.2,0.8,0,0.2,0,3.8,0.8,0.5,1
2.37,9,2.1,0.6,1.26,5.06,0.6,3.036,7.16,5,0.2,1,5.41,0.4,2.164,2,0.2,0.4,0,0.2,0,3.8,0.4,0.5,1
2.37,5,2.22,0.6,1.332,3.4,0.6,2.04,5.62,5,0.2,1,26.28,0.6,15.768,2,0.2,0.4,1,0.4,0.4,4.2,0.8,0.5,1
2.37,31,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5,0.2,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,38,0.81,0.2,0.162,4.6,0.6,2.76,5.41,5,0.2,1,1.82,0.2,0.364,2,0.2,0.4,0,0.2,0,3.2,0.4,0.5,0
2.37,12,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,27.99,0.6,16.794,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,1
2.37,19,2.13,0.6,1.278,0.11,0.2,0.022,2.24,5,0.2,1,7.54,0.4,3.016,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,1
2.37,28,0.44,0.2,0.088,0.02,0.2,0.004,0.46,5,0.2,1,27.1,0.6,16.26,6,0.2,1.2,0,0.2,0,2.8,1.2,0.5,1
2.37,28,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,0.4,2.2,0,0.2,0,6,0.2,1.2,0,0.2,0,3,1.2,0.5,1
2.37,19,1,0.4,0.4,1.1,0.4,0.44,2.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.8,0.4,0.5,0
2.37,28,1.29,0.4,0.516,0.25,0.2,0.05,1.54,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.37,19,0.84,0.2,0.168,0.06,0.2,0.012,0.9,5,0.2,1,0.72,0.2,0.144,2,0.2,0.4,0,0.2,0,2,0.4,0.5,1
2.37,8,0.53,0.2,0.106,5.4,0.6,3.24,5.93,5,0.2,1,0.72,0.2,0.144,2,0.2,0.4,0,0.2,0,3.2,0.4,0.5,0
2.37,19,0.51,0.2,0.102,0.47,0.2,0.094,0.98,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,28,0.32,0.2,0.064,0.49,0.2,0.098,0.81,5,0.2,1,6.73,0.4,2.692,6,0.2,1.2,0,0.2,0,2.6,1.2,0.5,1
2.37,9,0.31,0.2,0.062,0.69,0.2,0.138,1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,32,0.61,0.2,0.122,1.54,0.4,0.616,2.15,5,0.2,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,0
2.37,5,0.26,0.2,0.052,0.17,0.2,0.034,0.43,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,2,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,1.2,0.5,1
2.37,16,1.27,0.4,0.508,1.01,0.4,0.404,2.28,5,0.2,1,1.15,0.2,0.23,2,0.2,0.4,0,0.2,0,2.8,0.4,0.5,0
2.37,19,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.37,5,1.54,0.4,0.616,0.46,0.2,0.092,2,5,0.2,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.37,2,7.59,0.6,4.554,1.47,0.4,0.588,9.06,5.5,0.4,2.2,36.29,0.6,21.774,6,0.2,1.2,0,0.2,0,4.2,1.2,0.5,1
2.37,19,1.99,0.4,0.796,0.63,0.2,0.126,2.62,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
2.37,31,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,4,0.02,0.2,0.004,0.05,0.2,0.01,0.07,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,5,0.14,0.2,0.028,0.08,0.2,0.016,0.22,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,18,0.09,0.2,0.018,0,0.2,0,0.09,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,32,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,16,0.01,0.2,0.002,0.007,0.2,0.0014,0.017,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,16,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
2.37,2,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5,0.2,1,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0,2.6,1.2,0.5,1
1.99,8,0.58,0.2,0.116,0,0.2,0,0.58,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,12,1.52,0.4,0.608,0,0.2,0,1.52,5,0.2,1,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.99,6,0.9,0.2,0.18,0,0.2,0,0.9,5,0.2,1,1.95,0.2,0.39,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,6,1.19,0.4,0.476,0,0.2,0,1.19,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,8,1.89,0.4,0.756,0,0.2,0,1.89,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,1
1.99,8,1.71,0.4,0.684,0,0.2,0,1.71,5,0.2,1,0.09,0.2,0.018,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,31,0.76,0.2,0.152,0,0.2,0,0.76,5,0.2,1,7.48,0.4,2.992,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,14,1.26,0.4,0.504,0,0.2,0,1.26,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,NUH,0.55,0.2,0.11,0,0.2,0,0.55,5,0.2,1,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,5,0.29,0.2,0.058,0,0.2,0,0.29,5,0.2,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,5,1.27,0.4,0.508,0,0.2,0,1.27,5,0.2,1,2.77,0.2,0.554,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,5,1.34,0.4,0.536,0,0.2,0,1.34,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,1
1.99,20,0.86,0.2,0.172,0,0.2,0,0.86,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,1.2,0.5,1
1.99,19,0.59,0.2,0.118,0,0.2,0,0.59,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,1.2,0.5,1
1.99,22,1.1,0.4,0.44,0,0.2,0,1.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,9,1.03,0.4,0.412,0,0.2,0,1.03,5,0.2,1,27.28,0.6,16.368,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,1
1.99,11,1.27,0.4,0.508,0,0.2,0,1.27,5,0.2,1,175.9,0.6,105.54,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,1
1.99,12,0.43,0.2,0.086,0,0.2,0,0.43,5,0.2,1,13.54,0.6,8.124,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,1
1.99,8,1.4,0.4,0.56,0,0.2,0,1.4,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,8,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,41.82,0.6,25.092,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,1
1.99,8,0.45,0.2,0.09,0,0.2,0,0.45,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,27,0.6,0.2,0.12,0,0.2,0,0.6,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,29,0.85,0.2,0.17,0,0.2,0,0.85,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,32,1.23,0.4,0.492,0,0.2,0,1.23,5,0.2,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,32,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,16,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,0.8,0.5,0
1.99,16,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,0.8,0.5,0
1.99,16,0.44,0.2,0.088,0,0.2,0,0.44,5,0.2,1,0.04,0.2,0.008,4,0.2,0.8,0,0.2,0,2.2,0.8,0.5,0
1.99,15,1.46,0.4,0.584,0,0.2,0,1.46,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,1
1.99,13,1.56,0.4,0.624,0,0.2,0,1.56,5,0.2,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,2.2,0.4,0.5,0
1.99,13,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.99,18,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,6,3.7,0.6,2.22,0,0.2,0,3.7,5,0.2,1,0.12,0.2,0.024,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,6,8.53,0.6,5.118,0.16,0.2,0.032,8.69,5,0.2,1,0.52,0.2,0.104,2,0.4,0.8,0,0.2,0,2.6,0.8,0.5,1
1.85,8,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5,0.2,1,0.07,0.2,0.014,4,0.2,0.8,0,0.2,0,2.8,0.8,0.5,1
1.85,8,13.15,0.6,7.89,1.63,0.4,0.652,14.78,5,0.2,1,1.19,0.2,0.238,4,0.2,0.8,0,0.2,0,3.2,0.8,0.5,1
1.85,16,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,8,0,0.2,0,0,0.2,0,0,5,0.2,1,10.53,0.6,6.318,4,0.2,0.8,0,0.2,0,2.6,0.8,0.5,1
1.85,16,9.19,0.6,5.514,4.2,0.6,2.52,13.39,5,0.2,1,0.52,0.2,0.104,2,0.2,0.4,0,0.2,0,3.6,0.4,0.5,1
1.85,19,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3.4,1.2,0.5,1
1.85,6,0.26,0.2,0.052,0,0.2,0,0.26,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,31,3.05,0.6,1.83,0.05,0.2,0.01,3.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,4,0.56,0.2,0.112,72,0.6,43.2,72.56,5,0.2,1,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0,3.2,0.4,0.5,1
1.85,4,2.96,0.6,1.776,0.15,0.2,0.03,3.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,31,2.48,0.6,1.488,0,0.2,0,2.48,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,14,9.94,0.6,5.964,0.44,0.2,0.088,10.38,5,0.2,1,0.15,0.2,0.03,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,1
1.85,14,5.13,0.6,3.078,0.09,0.2,0.018,5.22,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,43,2.49,0.6,1.494,0.29,0.2,0.058,2.78,5,0.2,1,0.49,0.2,0.098,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,5,7.22,0.6,4.332,0.28,0.2,0.056,7.5,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,1
1.85,19,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,4,1.2,0.5,1
1.85,19,0.18,0.2,0.036,0,0.2,0,0.18,5,0.2,1,0,0.2,0,6,0.4,2.4,0,0.2,0,2.6,2.4,0.5,1
1.85,19,5.9,0.6,3.54,0,0.2,0,5.9,5,0.2,1,0.74,0.2,0.148,6,0.4,2.4,0,0.2,0,3,2.4,0.5,1
1.85,19,4.04,0.6,2.424,0,0.2,0,4.04,5,0.2,1,0.79,0.2,0.158,6,0.2,1.2,0,0.2,0,2.8,1.2,0.5,1
1.85,19,2.81,0.6,1.686,0.11,0.2,0.022,2.92,5,0.2,1,19.45,0.6,11.67,6,0.2,1.2,0,0.2,0,3.2,1.2,0.5,1
1.85,19,5.87,0.6,3.522,0,0.2,0,5.87,5,0.2,1,0.44,0.2,0.088,6,0.2,1.2,0,0.2,0,2.8,1.2,0.5,0
1.85,19,2.05,0.6,1.23,0,0.2,0,2.05,5,0.2,1,3.53,0.2,0.706,6,0.2,1.2,0,0.2,0,2.8,1.2,0.5,1
1.85,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0.04,0.2,0.008,6,0.4,2.4,0,0.2,0,2.6,2.4,0.5,1
1.85,16,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,9,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5,0.2,1,0,0.2,0,2,0.2,0.4,1,0.4,0.4,2.2,0.8,0.5,0
1.85,9,7.37,0.6,4.422,1.64,0.4,0.656,9.01,5,0.2,1,0.08,0.2,0.016,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,9,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,1
1.85,11,10.02,0.6,6.012,0.95,0.2,0.19,10.97,5,0.2,1,0.43,0.2,0.086,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,11,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5,0.2,1,0.64,0.2,0.128,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,12,2.89,0.6,1.734,0.11,0.2,0.022,3,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,12,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5,0.2,1,0.43,0.2,0.086,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,0
1.85,8,0.79,0.2,0.158,1.01,0.4,0.404,1.8,5,0.2,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.6,0.4,0.5,0
1.85,8,3.26,0.6,1.956,0.36,0.2,0.072,3.62,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,8,8.94,0.6,5.364,1.32,0.4,0.528,10.26,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,29,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5,0.2,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,9,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,9,0.7,0.2,0.14,0.6,0.2,0.12,1.3,5,0.2,1,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,32,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5,0.2,1,0.97,0.2,0.194,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,32,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,32,1.39,0.4,0.556,1.1,0.4,0.44,2.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.8,0.4,0.5,0
1.85,8,2.46,0.6,1.476,0.37,0.2,0.074,2.83,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,4,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,15,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.8,0.4,0.5,0
1.85,15,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,15,3.74,0.6,2.244,0.55,0.2,0.11,4.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,15,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,13,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,13,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,3,0.4,0.5,1
1.85,43,5.2,0.6,3.12,0,0.2,0,5.2,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
1.85,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0.19,0.2,0.038,6,0.2,1.2,0,0.2,0,2.4,1.2,0.5,1
1.85,6,0.65,0.2,0.13,0.03,0.2,0.006,0.68,5,0.2,1,0.14,0.2,0.028,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,6,0.79,0.2,0.158,0,0.2,0,0.79,5,0.2,1,3.54,0.2,0.708,2,0.2,0.4,0,0.2,0,2,0.4,0.5,0
1.85,19,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5,0.2,1,0.04,0.2,0.008,6,0.2,1.2,0,0.2,0,2.8,1.2,0.5,1
1.85,19,0.9,0.2,0.18,0,0.2,0,0.9,5,0.2,1,0.13,0.2,0.026,6,0.2,1.2,0,0.2,0,2.4,1.2,0.5,1
1.85,9,5,0.6,3,0.54,0.2,0.108,5.54,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,0.4,0.5,0
