AC,FM,UC,DL,DS,DP,ASTV,MSTV,ALTV,MLTV,Width,Min,Max,Nmax,Nzeros,Mode,Mean,Median,Variance,Tendency
0.009,0,0.007,0.002,0,0,37,4.1,0,26.3,147,52,199,7,1,133,147,140,100,0
0,0,0.008,0.007,0,0,38,2.6,0,14.8,128,51,179,5,1,133,124,129,25,0
0.004,0.001,0,0.001,0,0,69,0.8,0,17.2,126,54,180,5,0,140,139,141,7,1
0.003,0.008,0.004,0,0,0,41,1.1,0,9.2,71,105,176,6,0,123,131,127,30,-1
0,0,0.003,0,0,0,45,0.8,0,11.2,27,109,136,2,0,123,124,126,2,0
0.003,0,0.003,0,0,0,37,1.1,0,9.6,25,112,137,1,0,127,127,129,2,0
0.003,0.003,0.003,0,0,0,40,1,0,8.7,64,112,176,4,0,123,132,128,31,-1
0,0.006,0.003,0.002,0,0,45,0.9,0,9.9,39,102,141,3,0,115,114,116,1,0
0.003,0.02,0.004,0,0,0,36,1.5,0,13.5,112,62,174,6,0,119,129,125,42,0
0.008,0.018,0.008,0,0,0,35,1.6,0,2.1,96,78,174,7,0,161,141,138,75,0
0,0.002,0.005,0,0,0,82,0.4,5,8.4,18,142,160,0,0,150,151,151,0,0
0,0.004,0.005,0,0,0,78,0.5,4,10,32,140,172,1,0,150,150,151,1,-1
0,0.004,0.004,0,0,0,75,0.6,0,10.7,32,140,172,1,0,150,150,151,0,-1
0.002,0.01,0.002,0,0,0,76,0.6,0,11.8,54,126,180,2,0,156,153,155,5,0
0.01,0.007,0.001,0.001,0,0,71,0.8,0,2.7,94,82,176,3,0,156,154,155,6,1
0.005,0.014,0.003,0,0,0,67,0.8,0,10.9,72,120,192,1,0,156,157,157,11,0
0.009,0.003,0.001,0,0,0,41,1.9,0,27.3,130,50,180,7,0,154,152,155,18,1
0.015,0.025,0.002,0,0,0,41,1,0,1.4,113,73,186,3,0,157,162,164,13,1
0.013,0.013,0.004,0,0,0,45,1.2,0,4.5,134,51,185,5,0,156,158,158,14,1
0,0.002,0.002,0,0,0,43,0.8,3,9.4,27,137,164,2,0,146,145,146,1,-1
0.008,0.017,0.004,0,0,0,36,3.1,0,27.6,105,54,159,4,0,143,137,142,28,1
0.007,0.021,0.003,0,0,0,45,2.8,0,29,114,52,166,2,0,134,135,137,24,1
0.009,0.025,0.004,0,0,0,46,2.5,0,28,114,52,166,2,0,134,138,139,23,1
0.011,0,0,0.002,0,0,37,2.4,0,17,115,52,167,10,0,141,140,143,33,1
0,0,0.003,0,0,0,50,0.7,26,6,20,116,136,0,0,125,123,125,1,0
0.013,0.006,0.003,0.003,0,0,47,2.7,0,0,110,60,170,5,0,150,147,153,31,1
0.017,0.002,0.004,0,0,0,48,2.2,0,0,120,50,170,5,0,160,150,155,28,1
0.003,0.007,0,0.001,0,0,50,1.1,3,12.2,126,74,200,8,0,148,147,149,4,0
0,0.001,0,0,0,0,57,0.6,5,10.4,98,74,172,2,0,150,148,150,1,1
0.007,0.018,0,0,0,0,44,1.3,0,11.4,101,80,181,6,0,146,147,148,5,0
0.004,0.013,0,0,0,0,45,1,0,12.8,115,71,186,7,0,144,144,145,6,0
0.008,0.007,0,0,0,0,40,2.3,0,19.4,139,51,190,5,5,144,142,145,17,1
0,0.001,0,0,0,0,70,0.3,66,5.9,30,101,131,1,0,123,123,124,1,1
0,0,0,0,0,0,70,0.3,70,4.4,19,110,129,2,0,123,124,125,1,1
0.001,0,0.005,0,0,0,22,1.4,11,7.2,32,120,152,2,0,133,132,134,1,0
0.001,0,0.004,0,0,0,24,1.2,12,7.6,35,120,155,1,0,134,133,135,1,0
0.002,0,0.005,0,0,0,21,1.4,11,7.3,33,119,152,1,0,133,131,133,2,0
0,0,0.006,0.014,0,0.003,23,6.3,0,0,144,52,196,10,2,90,98,91,95,-1
0,0.003,0.003,0,0,0.002,60,1,8,7.5,118,69,187,10,1,142,130,140,61,0
0,0,0.005,0,0,0,65,0.4,14,7,20,129,149,3,0,141,140,142,1,0
0,0,0.006,0.002,0,0.002,58,1.1,15,6.9,132,60,192,8,2,141,132,141,47,0
0.001,0,0.001,0.003,0,0,54,0.9,7,9.5,124,60,184,12,2,150,139,147,49,1
0,0,0,0.003,0,0,47,0.8,0,9.7,54,103,157,6,1,154,144,147,15,1
0.002,0,0.002,0,0,0,62,0.5,14,7.8,34,125,159,1,0,150,146,149,2,1
0.012,0.002,0.002,0,0,0,57,1.3,0,3.4,138,50,188,5,0,176,163,167,35,1
0.01,0,0,0,0,0,59,1.1,0,0,62,120,182,1,0,176,163,169,30,1
0.013,0,0,0,0,0,56,1.4,0,0,138,50,188,3,0,176,163,167,35,1
0.01,0,0,0,0,0,58,1.2,0,4.2,126,62,188,4,0,176,164,169,27,1
0.001,0.001,0.003,0,0,0,54,0.6,0,11,52,120,172,3,0,148,145,147,2,0
0,0.306,0.004,0.004,0,0.004,35,2.7,0,0,145,54,199,9,2,75,90,78,104,-1
0,0.298,0.002,0.002,0,0.004,37,2.3,0,0,111,54,165,5,1,75,87,77,86,-1
0.007,0.235,0.007,0.002,0,0,28,1.6,0,9.7,87,71,158,2,0,141,137,141,11,1
0.004,0.408,0.004,0.003,0,0.001,21,2.3,0,15.7,107,67,174,7,0,143,125,135,76,0
0.007,0.455,0.003,0.003,0,0,25,1.7,0,13.3,106,68,174,7,1,143,132,138,41,0
0.008,0.443,0.005,0.005,0,0,24,2.1,0,13.4,125,53,178,6,0,143,128,138,69,1
0.004,0.47,0.005,0.003,0,0.001,29,1.7,0,9.5,118,59,177,7,1,133,129,133,27,0
0.007,0.481,0.005,0.002,0,0,32,1.6,0,8.4,90,68,158,4,0,133,133,135,18,1
0.001,0.369,0.003,0.003,0,0.002,29,2,0,8.1,111,54,165,14,0,129,112,128,103,1
0,0.335,0.003,0.003,0,0.002,34,2.2,0,3.8,128,54,182,10,1,75,99,102,148,-1
0.001,0.43,0.004,0.005,0,0.001,25,1.9,0,8.3,141,57,198,16,0,129,125,131,35,0
0,0.375,0,0,0,0.004,80,0.3,0,7.6,49,96,145,3,0,108,125,128,45,1
0,0,0.007,0,0,0,60,0.7,58,9.9,128,72,200,8,1,133,132,134,2,0
0.001,0,0.008,0,0,0,54,0.6,6,8.7,30,116,146,2,0,133,133,134,1,0
0,0,0.007,0,0,0,55,0.5,11,7.6,20,124,144,1,0,133,132,134,0,0
0,0,0.005,0,0,0,56,0.5,29,7.5,26,116,142,2,0,129,128,130,1,0
0.003,0.005,0.004,0.002,0,0,41,2.1,0,25.8,120,50,170,8,1,129,129,132,19,1
0.006,0.006,0.006,0,0,0,55,0.6,16,8.3,42,115,157,2,0,133,138,139,7,0
0.008,0.005,0.006,0,0,0,52,0.6,0,8.2,42,115,157,2,0,142,141,142,3,0
0,0,0.005,0,0,0,64,0.4,38,6.3,22,121,143,2,0,133,132,133,0,0
0.002,0.007,0.005,0,0,0,51,0.7,0,12.3,41,115,156,2,1,136,137,139,2,0
0,0.01,0.005,0,0,0,64,0.4,54,5.3,23,118,141,1,0,131,130,132,0,0
0,0.007,0.004,0,0,0,65,0.4,73,3.9,7,127,134,1,0,131,130,132,0,0
0.008,0.03,0.005,0,0,0,45,0.8,0,8.7,44,116,160,2,0,153,142,147,27,1
0.002,0.012,0.005,0,0,0,51,0.6,3,7.5,38,116,154,3,0,123,125,125,5,-1
0.009,0.035,0.003,0,0,0,44,1,0,5.2,113,75,188,6,0,150,141,146,18,0
0.01,0.04,0.004,0,0,0,40,1.4,0,7.5,73,115,188,10,1,150,145,150,12,0
0.008,0,0.003,0,0,0,39,1.5,0,16,95,51,146,6,1,129,128,130,9,1
0.005,0,0.002,0,0,0,41,2.2,4,25.2,107,58,165,4,1,121,124,126,16,0
0.004,0.005,0.003,0,0,0,54,0.7,5,7.3,101,65,166,2,0,147,145,147,5,1
0,0,0.003,0.014,0,0,14,4.5,0,0,125,53,178,14,3,97,115,115,85,0
0.001,0,0.005,0.012,0,0,23,3.6,0,1.9,144,50,194,12,1,143,127,135,72,0
0,0.003,0,0,0,0,79,0.2,42,5.5,17,128,145,2,0,135,135,136,1,0
0,0.002,0,0,0,0,59,0.4,37,6.6,21,125,146,2,0,129,132,132,2,-1
0,0.003,0,0,0,0,47,1.1,6,21.9,91,52,143,3,0,131,130,132,7,1
0,0,0,0,0,0,66,0.4,2,9.1,20,122,142,0,0,132,132,133,1,0
0.003,0.005,0,0,0,0,61,0.4,7,6.7,67,111,178,4,0,143,138,140,7,0
0,0.002,0,0,0,0,67,0.4,44,9.2,78,70,148,2,0,143,141,143,1,1
0,0.003,0,0,0,0,76,0.2,62,4.3,12,134,146,1,0,142,140,142,0,0
0,0,0,0,0,0,68,0.3,72,3.9,10,133,143,1,0,137,136,138,0,0
0,0.003,0,0.003,0,0,74,0.4,42,2.5,60,105,165,6,0,131,128,131,3,0
0,0.002,0,0.002,0,0,75,0.3,66,2.1,60,105,165,6,0,130,129,131,1,0
0,0.003,0.001,0,0,0,75,0.2,34,6.9,24,127,151,2,0,138,139,140,1,0
0,0.004,0.001,0,0,0,75,0.2,32,7,24,127,151,2,0,138,139,140,1,0
0,0.005,0,0,0,0,73,0.3,38,7.1,22,122,144,1,0,129,130,131,1,0
0,0.002,0,0,0,0,78,0.2,32,6.8,17,127,144,2,0,133,135,135,2,0
0,0.012,0,0,0,0,69,0.4,25,10,58,127,185,5,0,133,136,137,4,-1
0.001,0.013,0,0,0,0,53,0.7,8,12,77,56,133,6,0,123,121,123,3,1
0,0.011,0,0,0,0,51,0.8,9,13.3,77,56,133,5,0,123,122,124,2,1
0.003,0.003,0,0,0,0,52,0.8,2,15.4,90,50,140,7,0,129,128,130,4,1
0.004,0.007,0,0,0,0,56,0.7,0,7.4,71,81,152,4,0,127,129,131,4,1
0.003,0.004,0,0,0,0,50,0.9,4,14.8,82,58,140,7,0,129,128,130,5,1
0.003,0.004,0,0,0,0,50,0.9,4,14.8,82,58,140,7,0,129,128,130,5,1
0,0,0.004,0,0,0,64,0.4,31,7.2,19,137,156,2,0,150,147,150,1,0
0,0,0.003,0,0,0,65,0.4,39,7,19,137,156,1,0,150,149,151,1,1
0,0,0.005,0,0,0,65,0.4,44,6.6,22,134,156,3,0,152,150,152,1,1
0,0,0.005,0,0,0,69,0.3,55,4.6,11,145,156,0,0,152,150,152,0,0
0,0,0.006,0,0,0,65,0.4,33,7.4,30,134,164,1,0,150,149,151,1,0
0,0,0.005,0.008,0,0,27,1.9,15,6.4,81,86,167,5,0,151,140,145,31,1
0.001,0,0.005,0.005,0,0,28,1.7,9,12.3,80,86,166,3,0,151,142,146,22,1
0,0,0.001,0,0,0,50,0.6,31,9.1,43,120,163,3,0,160,155,157,5,1
0.001,0,0.003,0.002,0,0,42,1,35,7.5,88,84,172,2,1,157,151,156,17,1
0,0,0.002,0,0,0,61,0.4,53,6.8,45,118,163,5,0,157,154,157,2,1
0.003,0,0.003,0.003,0,0,37,1.3,31,7.2,79,93,172,2,2,162,152,156,23,1
0.003,0,0.004,0.002,0,0,38,1.2,33,6.9,78,94,172,2,3,162,154,158,19,1
0,0,0.004,0.004,0,0,28,1.4,15,6.7,83,80,163,4,0,148,145,151,24,1
0.002,0,0.004,0.004,0,0,28,1.4,16,6.7,85,80,165,5,0,148,146,151,25,1
0,0,0.002,0,0,0,60,0.4,57,8,36,128,164,2,0,160,157,160,2,1
0,0,0.002,0,0,0,59,0.5,50,9.1,36,128,164,2,0,160,157,160,2,1
0,0,0.003,0,0,0,61,0.4,64,6.1,34,129,163,3,1,160,157,160,1,1
0,0,0.002,0,0,0,60,0.4,59,7.1,34,129,163,3,1,160,157,160,1,1
0,0,0.005,0,0,0,62,0.4,59,5.6,25,136,161,0,0,159,156,158,1,1
0,0,0.005,0.001,0,0,58,0.5,48,7.1,53,110,163,4,3,159,154,157,4,1
0,0,0.004,0,0,0,59,0.5,62,9.5,38,126,164,3,1,160,157,159,2,1
0.007,0,0.003,0.005,0,0,23,2.4,0,4.6,101,70,171,7,1,155,140,144,46,1
0,0,0.005,0,0,0,45,0.7,56,6.5,39,113,152,3,0,141,139,141,1,1
0,0,0.005,0,0,0,45,0.7,62,6.7,39,113,152,3,0,141,139,141,1,1
0,0,0.004,0,0,0,46,0.7,53,7.8,39,113,152,4,0,141,138,141,2,1
0,0,0.003,0,0,0,42,0.8,44,7.8,39,113,152,3,0,141,139,142,1,1
0,0,0.004,0,0,0,42,0.7,48,7.2,39,113,152,2,0,141,139,142,1,1
0.002,0,0.004,0,0,0,41,0.8,8,10.3,51,105,156,4,0,142,142,143,2,1
0.001,0,0.004,0,0,0,43,0.7,9,8.3,25,131,156,0,0,142,142,144,1,0
0,0,0.002,0,0,0,44,0.7,58,5,16,129,145,1,0,141,140,142,0,1
0,0,0.004,0,0,0,45,0.7,21,8.9,25,132,157,1,0,145,144,146,1,0
0,0,0.004,0,0,0,43,0.8,3,9.6,25,132,157,1,0,145,144,146,1,0
0,0,0.005,0,0,0,41,0.8,0,12.6,32,126,158,0,0,151,146,148,5,1
0.003,0,0.004,0,0,0,46,0.7,27,5.9,26,133,159,1,0,150,148,150,1,0
0.003,0,0.004,0,0,0,36,1,13,12,95,71,166,5,0,145,145,146,2,1
0.002,0,0.003,0,0,0,38,0.9,0,11.4,32,127,159,1,0,151,146,149,5,0
0.001,0,0.006,0,0,0,43,0.7,37,7.2,28,130,158,3,0,147,146,148,0,0
0.002,0,0.007,0,0,0,44,0.7,42,7.3,39,119,158,4,0,147,146,148,1,1
0.008,0,0.007,0,0,0,42,0.7,20,4.3,38,120,158,2,1,141,143,144,3,0
0.005,0,0.004,0,0,0,42,0.7,18,4.5,38,120,158,2,0,141,142,143,2,0
0.004,0,0.005,0,0,0,42,0.7,22,4.5,37,120,157,3,0,141,141,142,1,0
0.003,0,0.005,0,0,0,44,0.7,18,4.1,24,133,157,1,0,140,141,142,1,0
0.002,0,0.005,0,0,0,44,0.7,14,7.1,27,126,153,2,0,142,140,142,1,0
0.001,0,0.006,0,0,0,41,0.8,6,9.5,34,119,153,3,0,142,140,142,2,0
0.001,0,0.005,0,0,0,37,0.9,0,12.1,36,118,154,2,0,138,139,141,2,0
0.001,0,0.005,0,0,0,36,0.9,2,10.4,29,124,153,2,0,139,139,140,1,0
0.001,0,0.004,0,0,0,39,0.8,28,6.6,33,124,157,4,0,141,139,141,1,0
0,0,0.002,0,0,0,44,0.7,47,5.3,12,135,147,1,0,141,140,142,0,0
0.002,0,0.006,0,0,0,45,0.6,48,4.3,19,135,154,2,0,141,141,142,0,-1
0,0,0.005,0,0,0,51,0.5,25,6.2,15,135,150,1,0,144,143,144,0,0
0.001,0,0.003,0,0,0,46,0.6,43,4.7,18,136,154,1,0,141,141,142,0,-1
0.002,0,0.004,0,0,0,43,0.7,39,5.2,23,131,154,3,0,141,140,142,0,0
0,0,0.006,0,0,0,37,0.9,3,11.5,27,134,161,0,0,148,148,149,1,0
0.001,0,0.006,0,0,0,35,0.9,2,10.8,36,125,161,0,0,150,148,150,2,1
0.001,0,0.005,0,0,0,30,1.1,0,13.5,43,122,165,0,0,148,147,149,3,0
0.003,0,0.005,0,0,0,29,1.4,0,18.1,58,117,175,3,0,150,149,150,9,0
0,0,0.007,0.003,0,0,22,1.8,0,21.3,76,96,172,3,2,148,144,147,11,1
0,0,0.008,0.001,0,0,28,1.5,11,22.3,82,92,174,6,1,150,147,150,8,1
0,0,0.007,0.002,0,0,30,1.3,4,17.6,75,93,168,5,0,147,145,148,6,1
0,0,0.007,0.005,0,0,30,1.1,0,4.7,59,99,158,3,0,147,143,147,5,1
0.004,0,0.005,0.003,0,0,29,1.2,1,7,62,107,169,2,2,150,147,149,7,0
0.005,0,0.005,0.003,0,0,29,1.3,2,7.5,70,99,169,2,1,150,148,150,7,1
0.006,0,0.008,0,0,0,27,1.3,0,9.4,62,126,188,4,0,157,156,157,5,0
0.002,0,0,0.008,0,0,19,3.4,0,15,150,50,200,8,1,148,139,146,36,0
0.003,0,0.002,0.005,0,0,25,2.5,0,11.2,92,80,172,8,1,155,145,152,32,1
0.005,0,0.005,0.001,0,0,27,1.5,0,14.4,55,119,174,5,0,155,152,155,8,0
0,0,0.001,0,0,0,40,0.7,12,8,23,106,129,1,0,125,121,124,3,1
0.004,0,0.002,0,0,0.002,27,1.6,0,3.2,60,87,147,1,1,123,118,123,18,0
0,0,0.004,0,0,0,39,0.8,10,8.4,23,106,129,1,0,123,119,121,2,0
0,0,0.005,0,0,0,37,0.8,11,10,26,109,135,2,0,123,125,126,2,0
0,0,0.007,0.003,0,0,31,1,7,9.5,32,101,133,2,0,123,122,124,3,1
0.002,0,0.002,0,0,0.001,31,1.2,1,8.3,60,87,147,2,1,120,119,123,9,0
0.004,0,0.002,0,0,0,31,1.3,0,8.8,52,95,147,2,1,120,123,124,5,0
0.005,0,0.004,0.003,0,0,31,1.2,0,6.7,57,93,150,2,0,133,130,134,12,1
0,0,0.006,0.002,0,0,27,1.4,4,12.3,53,91,144,4,0,126,120,122,6,0
0.002,0,0.005,0.003,0,0,26,1.5,0,7.7,68,89,157,2,0,125,122,124,11,0
0.001,0,0.005,0.003,0,0,28,1.4,0,8.5,52,89,141,3,0,125,120,123,9,0
0.005,0,0.004,0.003,0,0,32,1.2,0,6.5,57,93,150,2,0,133,130,134,12,1
0,0,0.007,0.003,0,0,30,1.3,0,11.6,51,89,140,1,0,127,121,125,8,1
0,0,0.008,0,0,0,34,0.9,0,12.1,30,108,138,1,0,127,125,128,2,0
0.003,0,0.005,0.001,0,0,30,1.2,0,10.8,52,95,147,3,1,136,131,134,7,1
0,0,0.008,0,0,0,33,1,0,13.7,32,109,141,1,0,131,131,133,2,1
0,0,0.002,0,0,0,66,0.4,61,5.6,24,127,151,1,0,142,140,142,0,0
0.001,0,0.005,0,0,0,61,0.5,48,8,31,124,155,9,0,142,140,141,2,0
0.003,0,0.005,0,0,0,54,0.7,15,10.5,43,118,161,7,0,136,141,141,8,0
0.001,0,0.002,0.005,0,0.002,24,2.3,0,0,116,51,167,6,2,126,115,122,57,0
0.004,0,0,0.003,0,0,46,1,16,3.9,116,51,167,6,3,151,144,151,30,1
0,0,0.005,0.004,0,0,32,1.3,4,14.6,82,76,158,4,0,147,141,144,12,1
0.003,0,0.007,0.003,0,0,30,1.4,0,17.2,83,76,159,4,1,144,142,145,10,1
0.006,0,0.001,0,0,0,45,0.8,1,11.1,47,113,160,4,2,150,148,151,4,1
0.003,0,0.004,0,0,0,34,1.1,0,19.6,67,94,161,5,1,151,146,149,8,1
0.01,0,0.006,0.003,0,0,35,1.2,0,7.6,94,65,159,5,0,144,140,144,19,1
0.005,0,0.003,0.004,0,0,37,1.2,0,8.6,94,64,158,2,0,139,137,141,21,1
0,0,0.007,0.004,0,0,35,1.1,0,11.5,86,69,155,3,0,136,133,137,14,1
0,0,0.008,0.005,0,0,32,1.3,0,17.5,102,61,163,7,0,136,133,137,17,1
0,0,0.008,0.007,0,0,32,1.3,0,12.9,92,71,163,4,0,133,133,137,19,1
0,0,0.008,0.008,0,0,33,1.3,0,8,81,73,154,4,1,133,132,135,17,1
0,0,0.008,0.008,0,0,20,2.6,0,22.5,98,63,161,7,0,136,126,135,54,1
0,0,0.007,0.003,0,0,35,1.3,4,27,90,67,157,7,0,139,135,139,16,1
0.001,0,0.002,0.008,0,0,33,1.4,3,12.8,87,65,152,6,0,136,130,137,26,1
0,0,0.001,0.008,0,0,37,1.3,4,14.6,81,71,152,4,0,136,130,136,24,1
0.005,0,0.005,0.004,0,0,27,1.8,0,17.8,92,61,153,5,1,142,134,140,29,1
0.005,0,0.003,0.002,0,0,27,1.7,0,20.4,89,64,153,9,2,142,135,140,21,1
0,0,0.008,0,0,0,41,1,5,28.9,73,84,157,8,2,140,136,140,8,1
0,0,0.006,0.009,0,0,29,2.1,4,3.6,108,59,167,7,1,135,120,132,72,1
0,0,0.008,0.009,0,0,25,2.4,3,3.9,108,59,167,7,1,136,120,134,82,1
0,0,0.005,0.008,0,0,32,1.8,6,2.3,97,59,156,3,1,135,120,133,70,1
0,0,0.005,0.007,0,0,32,2.2,12,6.1,108,59,167,6,1,143,125,137,91,1
0.002,0,0.005,0.005,0,0,42,1,11,4.6,102,51,153,6,0,143,134,141,34,1
0,0,0.007,0.005,0,0,40,1.1,13,4.9,100,51,151,7,0,143,132,139,43,1
0.006,0,0.003,0.005,0,0.002,35,1.7,0,0,126,52,178,6,1,143,128,142,92,1
0.006,0,0.005,0.006,0,0,38,1.3,0,2.9,95,58,153,5,0,143,131,142,64,1
0.007,0,0.007,0.005,0,0,42,0.9,0,3.2,79,74,153,2,0,142,136,142,24,1
0,0,0.004,0,0,0,29,1,0,13,31,117,148,0,0,129,133,134,5,0
0,0,0.005,0,0,0,29,1,0,12.9,31,115,146,0,0,129,131,132,3,0
0.001,0,0.003,0,0,0,29,1,0,12.4,27,122,149,0,0,136,136,138,2,0
0.008,0,0.006,0,0,0,25,1.3,0,6.8,42,117,159,1,0,136,138,139,5,0
0.008,0,0.008,0,0,0,24,1.3,0,7.3,42,117,159,2,0,136,138,139,5,0
0.011,0,0.005,0,0,0,23,1.5,0,6.6,52,124,176,3,0,148,148,149,7,0
0.009,0,0.003,0,0,0,25,1.4,0,6.5,91,87,178,6,0,136,144,144,17,0
0.01,0,0.002,0,0,0,25,1.3,0,6.8,82,87,169,5,0,136,141,141,9,0
0.004,0,0.001,0,0,0,27,1.2,1,7.9,60,98,158,3,0,133,133,134,4,0
0.009,0,0.004,0,0,0,24,1.5,0,13.4,45,114,159,1,0,133,138,138,9,0
0.014,0,0.008,0,0,0,23,1.5,0,0.5,53,109,162,5,0,144,143,145,8,0
0.015,0,0.006,0,0,0,22,1.6,0,0.5,58,108,166,4,0,141,143,144,9,0
0.011,0,0.008,0,0,0,21,1.5,0,4.5,54,108,162,4,0,144,142,144,8,1
0.003,0,0.001,0.004,0,0,15,2.7,0,19.6,129,51,180,6,1,122,122,123,43,0
0.004,0,0.001,0.006,0,0,13,3,0,21.1,129,51,180,6,1,122,122,123,54,0
0.002,0,0,0.007,0,0,12,3.6,0,25.3,129,51,180,7,1,122,119,122,79,0
0.004,0,0.005,0,0,0,33,1.1,0,12.8,40,131,171,1,0,144,144,145,3,-1
0.004,0,0.005,0,0,0,34,1.1,0,14.1,36,129,165,2,0,144,143,144,2,0
0.007,0,0.003,0,0,0,41,0.8,0,8.2,42,131,173,2,0,144,144,145,3,-1
0.008,0,0.004,0,0,0,34,1,0,8.1,42,131,173,4,0,144,145,146,3,-1
0.002,0,0.005,0,0,0,35,1,0,11.6,28,131,159,0,0,144,143,145,1,0
0.003,0,0.007,0,0,0,29,1.3,0,10.4,37,123,160,3,0,138,139,140,3,0
0.002,0,0.006,0,0,0,26,1.3,0,10.1,37,123,160,1,1,137,138,139,2,0
0.007,0,0.008,0.005,0,0,23,1.8,0,8.8,112,60,172,6,2,139,137,140,20,1
0.006,0,0.006,0.005,0,0,27,1.5,0,5.8,96,69,165,5,2,143,139,142,17,1
0.003,0,0.003,0.005,0,0,23,1.6,0,9.1,67,90,157,3,0,133,133,135,10,1
0.014,0,0.005,0,0,0,23,2.4,0,5.9,52,117,169,2,0,143,145,146,7,0
0.013,0,0.005,0,0,0,22,2.3,0,7.2,64,114,178,3,1,145,144,145,6,0
0,0,0.004,0.002,0,0,32,1,15,6,33,97,130,1,0,123,121,124,2,1
0.001,0,0.004,0.001,0,0,35,0.9,20,6.9,43,101,144,4,0,126,125,127,2,0
0.001,0,0.004,0,0,0,38,0.8,25,6.2,28,116,144,1,0,131,129,131,1,0
0,0,0.005,0,0,0,38,0.8,18,6.7,25,118,143,1,0,131,129,131,0,0
0.001,0,0.003,0,0,0,37,0.8,12,8.7,42,103,145,2,0,131,129,132,1,1
0,0,0.004,0,0,0,38,0.8,11,9,35,103,138,2,0,131,129,131,1,1
0,0,0.004,0,0,0,37,0.8,15,8,34,103,137,1,0,131,129,131,1,1
0.001,0,0.003,0,0,0,38,0.8,12,8.8,42,103,145,2,0,131,129,132,1,1
0,0,0.004,0,0,0,38,0.8,11,9.5,35,103,138,2,0,131,129,131,1,1
0.003,0,0.004,0,0,0,37,0.8,5,6.7,30,115,145,2,0,131,130,132,1,0
0.004,0,0.007,0,0,0,33,0.9,2,6.6,48,116,164,2,0,127,131,131,6,-1
0.01,0,0.007,0.001,0,0,30,1.4,0,6.7,119,63,182,9,0,134,138,137,18,0
0.005,0,0.009,0,0,0,32,1.1,0,7,57,114,171,2,0,127,137,135,23,-1
0.008,0,0.007,0.003,0,0,22,2.1,0,22.7,119,63,182,6,0,131,133,135,32,0
0,0,0.008,0.008,0,0,18,2.5,0,19.1,83,76,159,5,0,120,118,121,20,0
0,0,0.007,0.012,0,0,17,2.8,0,3.7,81,76,157,5,0,114,113,116,16,0
0.003,0,0.008,0,0,0,33,1,0,7.6,32,114,146,0,0,129,130,132,3,0
0,0,0.005,0.005,0,0,19,2.3,0,25.1,78,81,159,2,0,131,123,125,23,0
0.01,0,0.007,0,0,0,32,1.4,0,6.3,83,96,179,5,0,163,149,149,37,0
0.014,0,0.004,0.001,0,0,28,1.6,0,0,89,91,180,7,1,163,152,158,34,1
0.01,0,0.006,0,0,0,33,1.2,0,4.4,82,97,179,7,0,163,156,161,19,1
0.007,0,0.006,0.006,0,0,17,2.4,0,2.1,98,82,180,4,0,126,137,138,61,0
0.008,0,0.004,0.006,0,0,16,2.6,0,0,98,82,180,5,0,131,138,136,54,0
0,0,0.007,0.003,0,0,31,1.4,16,13,82,82,164,5,0,147,135,140,31,1
0.006,0,0.006,0.003,0,0,36,1.2,12,5.8,79,88,167,2,0,147,140,145,16,1
0.007,0,0.007,0.002,0,0,31,1.4,0,8,79,88,167,2,0,144,140,144,14,1
0.002,0,0,0.011,0,0,20,2,0,0,74,86,160,1,0,126,128,130,23,0
0.003,0,0.007,0.005,0,0,25,1.9,11,9.8,96,82,178,5,0,147,135,138,43,0
0.003,0,0.006,0.008,0,0,14,3,0,0,98,82,180,3,0,126,129,129,46,0
0.002,0,0.006,0.003,0,0,36,1.3,9,9.8,79,92,171,6,0,145,143,146,10,1
0.001,0,0.007,0.004,0,0,28,1.7,2,11.7,86,85,171,9,0,144,141,144,15,1
0.002,0,0.007,0.005,0,0,25,1.8,1,12.6,86,85,171,9,0,145,141,145,17,1
0.002,0,0.003,0,0,0,21,1.8,0,16.3,44,108,152,1,0,125,127,127,5,0
0.001,0,0.004,0,0,0,21,1.7,0,16.1,48,104,152,2,0,125,126,126,4,0
0,0,0.004,0,0,0,23,1.6,1,16.9,41,111,152,2,0,125,127,127,4,0
0.006,0,0.003,0,0,0,20,2,0,9.9,43,108,151,0,0,131,129,130,4,0
0.001,0,0.002,0,0,0,27,1.3,0,9.3,27,113,140,1,0,125,125,126,1,0
0.002,0,0.008,0,0,0,26,1.4,1,8.2,36,114,150,2,0,122,126,126,6,-1
0,0,0.004,0,0,0,23,1.5,1,9.2,28,113,141,1,0,122,124,124,2,0
0.017,0,0.002,0,0,0,24,2.2,0,1.7,52,100,152,1,0,136,133,135,5,0
0,0,0.003,0,0,0,22,1.8,2,15.7,36,104,140,2,0,126,125,127,2,0
0,0,0.004,0,0,0,22,1.8,0,15.7,34,106,140,2,1,126,125,127,2,0
0.004,0,0.003,0,0,0,21,1.7,0,14.9,55,104,159,1,1,126,127,128,6,0
0.003,0,0.002,0.001,0,0,19,2,0,17.7,46,102,148,3,0,125,124,126,6,0
0.002,0,0,0.002,0,0,17,2,0,18.8,46,102,148,2,0,119,123,123,8,0
0,0,0,0.001,0,0,20,1.8,0,13.8,39,103,142,1,0,120,119,121,3,0
0,0,0,0,0,0,19,1.9,0,15.1,39,103,142,1,0,120,120,122,3,0
